"","X","id","nombre","entidad","capinstt","pobtot","pobh","pobm","staff","contrato","survtec","certif","estud","capacit","sinsent","sex","seg","fed","fed_com","anio","ocup","psisent","logcap","pctmen","pfed","pfed_plus"
"276",30,7006,"08 VILLAFLORES",7,196,180,180,0,132,"public","tech","no_certif",34,0,107,"mixed","min",1,0,2020,0.918367346938776,0.594444444444444,5.27811465923052,1,0.00555555555555556,0.00555555555555556
"277",31,7007,"10 COMITÁN",7,142,239,237,2,89,"public","tech","no_certif",39,0,144,"mixed","min",3,0,2020,1.6830985915493,0.602510460251046,4.95582705760126,0.99163179916318,0.0125523012552301,0.0125523012552301
"278",32,7008,"11 PICHUCALCO",7,240,236,236,0,68,"public","tech","no_certif",37,0,128,"mixed","min",1,0,2020,0.983333333333333,0.542372881355932,5.48063892334199,1,0.00423728813559322,0.00423728813559322
"279",33,7009,"12 YAJALÓN",7,132,82,82,0,82,"public","tech","no_certif",17,14,32,"mixed","min",0,0,2020,0.621212121212121,0.390243902439024,4.88280192258637,1,0,0
"280",34,7010,"13 TONALÁ",7,214,204,204,0,83,"public","tech","no_certif",8,0,100,"mixed","min",5,0,2020,0.953271028037383,0.490196078431373,5.36597601502185,1,0.0245098039215686,0.0245098039215686
"281",35,7011,"14 CINTALAPA",7,1899,1450,1347,103,395,"public","tech","no_certif",241,0,1035,"mixed","med",136,0,2020,0.763559768299105,0.713793103448276,7.54908271081229,0.928965517241379,0.0937931034482759,0.0937931034482759
"282",36,7012,"15 COPAINALÁ",7,120,53,53,0,89,"public","tech","no_certif",12,0,22,"mixed","min",3,0,2020,0.441666666666667,0.415094339622642,4.78749174278205,1,0.0566037735849057,0.0566037735849057
"283",37,7013,"16 OCOSINGO",7,120,237,237,0,82,"public","tech","no_certif",15,10,153,"mixed","min",1,1,2020,1.975,0.645569620253165,4.78749174278205,1,0.00421940928270042,0.00843881856540084
"284",38,7014,"17 PLAYAS DE CATAZAJÁ",7,120,195,195,0,60,"public","tech","no_certif",33,3,145,"men","min",1,0,2020,1.625,0.743589743589744,4.78749174278205,1,0.00512820512820513,0.00512820512820513
"285",39,8001,"CERESO ESTATAL NO. 1",8,1894,2157,2157,0,361,"public","tech","certif",364,288,607,"men","med",405,152,2020,1.13885955649419,0.2814093648586,7.54644627374602,1,0.187760778859527,0.258229021789523
"286",40,8002,"CERESO ESTATAL NO. 2",8,995,789,789,0,162,"public","tech","certif",79,45,165,"men","min",82,0,2020,0.792964824120603,0.209125475285171,6.90274273715859,1,0.103929024081115,0.103929024081115
"287",41,8003,"CERESO ESTATAL NO. 3",8,2806,3173,3173,0,421,"public","tech","no_certif",567,58,1305,"men","med",69,0,2020,1.13079116179615,0.41128269776237,7.93951526066241,1,0.021745981720769,0.021745981720769
"288",42,8004,"CERESO ESTATAL NO. 4",8,292,289,289,0,118,"public","tech","certif",37,67,70,"men","min",10,0,2020,0.98972602739726,0.242214532871972,5.67675380226828,1,0.0346020761245675,0.0346020761245675
"289",43,8005,"CERESO ESTATAL NO. 5",8,168,133,133,0,52,"public","tech","certif",13,63,32,"men","min",3,0,2020,0.791666666666667,0.240601503759398,5.12396397940326,1,0.0225563909774436,0.0225563909774436
"290",44,8006,"CERESO ESTATAL NO. 7",8,376,331,331,0,67,"public","tech","certif",123,21,111,"men","min",4,0,2020,0.88031914893617,0.335347432024169,5.92958914338989,1,0.0120845921450151,0.0120845921450151
"291",45,8007,"CERESO ESTATAL NO. 8",8,320,237,237,0,55,"public","tech","certif",102,23,30,"men","min",0,0,2020,0.740625,0.126582278481013,5.76832099579377,1,0,0
"292",46,8008,"CERESO FEMENIL ESTATAL NO. 1",8,204,208,0,208,70,"public","tech","certif",49,41,78,"women","med",46,0,2020,1.01960784313725,0.375,5.31811999384422,0,0.221153846153846,0.221153846153846
"293",47,8009,"CERESO FEMENIL ESTATAL NO. 2",8,260,300,0,300,75,"public","tech","certif",39,0,171,"women","min",120,0,2020,1.15384615384615,0.57,5.56068163101553,0,0.4,0.4
"294",48,9001,"RECLUSORIO PREVENTIVO VARONIL NORTE",9,6092,7202,7202,0,847,"public","tech","no_certif",0,4058,2682,"men","med",604,0,2020,1.18220617202889,0.37239655651208,8.71473171401505,1,0.0838655928908636,0.0838655928908636
"295",49,9002,"RECLUSORIO PREVENTIVO VARONIL ORIENTE",9,6208,8369,8369,0,774,"public","tech","no_certif",0,2691,2420,"men","med",703,0,2020,1.34809922680412,0.289162384992233,8.73359406186306,1,0.0840004779543554,0.0840004779543554
"296",50,9003,"RECLUSORIO PREVENTIVO VARONIL SUR",9,5319,4594,4594,0,536,"public","tech","no_certif",0,2503,2296,"men","med",416,0,2020,0.863696183493138,0.499782324771441,8.57904059474232,1,0.0905528950805398,0.0905528950805398
"297",51,9004,"PENITENCIARÍA DE LA CIUDAD DE MÉXICO",9,2051,1846,1846,0,608,"public","tech","no_certif",0,312,44,"men","med",297,0,2020,0.900048756704047,0.0238353196099675,7.62608275807238,1,0.160888407367281,0.160888407367281
"298",52,9005,"CENTRO VARONIL DE REINSERCIÓN SOCIAL SANTA MARTHA ACATITLA",9,3223,1127,1127,0,614,"public","tech","certif",0,494,53,"men","med",183,0,2020,0.349674216568415,0.0470275066548358,8.07806788181544,1,0.162377994676131,0.162377994676131
"299",53,9006,"CENTRO VARONIL DE REHABILITACIÓN PSICOSOCIAL CIUDAD DE MÉXICO",9,448,221,221,0,230,"public","tech","no_certif",0,86,101,"men","other",10,0,2020,0.493303571428571,0.457013574660633,6.10479323241498,1,0.0452488687782805,0.0452488687782805
"300",54,9007,"CENTRO FEMENIL DE REINSERCIÓN SOCIAL SANTA MARTHA ACATITLA",9,1581,1349,0,1349,481,"public","tech","no_certif",0,584,565,"women","max",128,0,2020,0.85325743200506,0.41882876204596,7.36581283720947,0,0.094885100074129,0.094885100074129
"301",55,9008,"CENTRO FEMENIL DE REINSERCIÓN SOCIAL CIUDAD DE MÉXICO",9,415,152,0,152,328,"public","tech","no_certif",0,15,26,"women","max",18,0,2020,0.366265060240964,0.171052631578947,6.0282785202307,0,0.118421052631579,0.118421052631579
"302",56,9009,"CENTRO DE EJECUCIÓN DE SANCIONES PENALES VARONIL NORTE",9,253,99,99,0,318,"public","tech","certif",0,3,4,"men","min",8,0,2020,0.391304347826087,0.0404040404040404,5.53338948872752,1,0.0808080808080808,0.0808080808080808
"303",57,9010,"CENTRO DE EJECUCIÓN DE SANCIONES PENALES VARONIL ORIENTE",9,336,176,176,0,249,"public","tech","certif",0,27,24,"men","min",9,0,2020,0.523809523809524,0.136363636363636,5.8171111599632,1,0.0511363636363636,0.0511363636363636
"304",58,9011,"CENTRO VARONIL DE SEGURIDAD PENITENCIARIA I",9,768,544,544,0,486,"private","tech","certif",0,1,24,"men","max",98,0,2020,0.708333333333333,0.0441176470588235,6.64378973314767,1,0.180147058823529,0.180147058823529
"305",59,9012,"CENTRO VARONIL DE SEGURIDAD PENITENCIARIA II",9,768,467,467,0,526,"private","tech","certif",0,1,17,"men","max",90,0,2020,0.608072916666667,0.0364025695931477,6.64378973314767,1,0.19271948608137,0.19271948608137
"306",60,9013,"INSTITUCIÓN ABIERTA CASA DE MEDIO CAMINO",9,87,2,2,0,203,"public","tech","certif",0,2,0,"men","min",0,0,2020,0.0229885057471264,0,4.46590811865458,1,0,0
"307",61,10001,"CERESO NO. 1",10,2007,3492,3250,242,479,"public","tech","no_certif",256,1824,1803,"mixed","med",65,0,2020,1.73991031390135,0.516323024054983,7.60439634879634,0.930698739977091,0.0186139747995418,0.0186139747995418
"308",62,10002,"CE.DI.RE.SO.NO 1",10,110,96,96,0,66,"private","tech","certif",69,0,19,"men","med",3,0,2020,0.872727272727273,0.197916666666667,4.70048036579242,1,0.03125,0.03125
"309",63,10003,"CE.DI.RE.SO.NO 2",10,150,192,183,9,46,"private","tech","certif",119,0,46,"mixed","med",5,0,2020,1.28,0.239583333333333,5.01063529409626,0.953125,0.0260416666666667,0.0260416666666667
"310",64,11001,"CERESO ACÁMBARO",11,215,246,246,0,108,"public","tech","certif",118,42,58,"men","med",6,0,2020,1.14418604651163,0.235772357723577,5.37063802812766,1,0.024390243902439,0.024390243902439
"311",65,11002,"CERESO CELAYA",11,406,639,639,0,161,"public","tech","certif",39,244,482,"men","med",3,0,2020,1.57389162561576,0.754303599374022,6.00635315960173,1,0.00469483568075117,0.00469483568075117
