"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"235",9003,2018,1310,160,900,"pub",1310,116,16,26,2,1,0.325,0.48125,615640,0.192848093041388,22,62112.5650901979
"236",9004,2018,363,83,465,"pub",316,66,6,5,6,1,0.253012048192771,0.614457831325301,211431,0.111071697149425,12,99540.3428571429
"237",9005,2018,1709,330,3013,"pub",1024,219,43,67,1,1,0.215151515151515,0.406060606060606,1175836,0.163689494113125,54,37612.9856185859
"238",9006,2018,653,123,860,"pub",652,97,5,15,6,1,0.219512195121951,0.51219512195122,400622,0.166680811338369,21,43276.3198478818
"239",9007,2018,1713,270,1250,"pub",1614,217,0,5,48,1,0.192592592592593,0.481481481481482,1831546,0.132562873113752,54,32898.1053649478
"240",9008,2018,136,86,450,"pub",107,74,0,12,0,1,0.325581395348837,0.465116279069767,245918,0.143592579640368,3,49402.5745886604
"241",9009,2018,314,58,82,"pub",313,28,2,23,5,1,0.189655172413793,0.603448275862069,148262,0.101792772254522,0,25111.9664655645
"242",9010,2018,1034,218,825,"pub",1023,127,9,74,8,1,0.380733944954128,0.399082568807339,752714,0.150994933002442,13,57266.2719031555
"243",9011,2018,595,65,400,"pub",351,60,4,1,0,1,0.4,0.6,385905,0.109734261022791,3,29309.3168650912
"244",9012,2018,815,159,1100,"pub",645,74,11,33,41,1,0.20125786163522,0.635220125786164,690055,0.145408699306577,27,49922.4931417374
"245",9013,2018,534,92,641,"pub",533,76,4,12,0,1,0.173913043478261,0.728260869565217,436743,0.128835493642714,10,33525.9724686204
"246",9014,2018,949,206,593,"pub",945,114,57,33,2,1,0.29126213592233,0.228155339805825,424407,0.193208406081898,65,119439.610408286
"247",9015,2018,1602,257,1597,"pub",1598,134,4,25,94,1,0.754863813229572,0.0466926070038911,543071,0.163814676165732,461,69093.4385611733
"248",9016,2018,1127,249,850,"mixed",1060,168,13,35,33,2,0.393574297188755,0.409638554216867,406153,0.164950154252215,92,108024.105513106
"249",9017,2018,1280,179,1400,"pub",773,60,1,37,81,1,0.251396648044693,0.312849162011173,441162,0.169071678884401,39,42166.4101171493
"250",10001,2018,12,6,10,"pub",8,3,2,1,0,1,0.333333333333333,0.166666666666667,31441,0.142075633726663,0,19045.9189202699
"251",10002,2018,4,1,6,"pub",3,0,0,1,0,1,0,1,4282,0.0969173283512377,3,19554.1325833668
"252",10003,2018,9,3,4,"pub",0,1,0,2,0,1,0.333333333333333,0.333333333333333,4170,0.12757793764988,0,13234.4469413233
"253",10004,2018,16,3,10,"pub",0,3,0,0,0,1,1,0,34696,0.123818307585889,7,19436.093955095
"254",10005,2018,272,45,510,"mixed",231,39,0,0,6,5,0.644444444444444,0.355555555555556,667411,0.105158590433781,96,30865.729066725
"255",10006,2018,3,1,1,"pub",0,0,1,0,0,1,0,1,10157,0.146992222112829,3,13674.3335064935
"256",10007,2018,177,29,367,"mixed",54,0,0,28,1,1,0.172413793103448,0.620689655172414,363793,0.101890360727117,24,25349.1518941061
"257",10008,2018,13,4,30,"pub",0,4,0,0,0,1,0.75,0.25,36164,0.127779006747041,7,18998.6018729436
"258",10009,2018,8,2,5,"pub",0,2,0,0,0,1,1,0,9925,0.133501259445844,3,25167.7269772481
"259",10010,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,3929,0.195215067447188,0,18000.1146040589
"260",10011,2018,3,1,2,"pub",0,0,0,1,0,1,0,0,4856,0.215815485996705,0,16792.6793760832
"261",10012,2018,160,29,80,"pub",132,14,1,14,0,1,0.448275862068966,0.551724137931034,158859,0.104451117028308,11,23031.9763291753
"262",10013,2018,18,3,3,"pub",6,3,0,0,0,1,1,0,26577,0.107988110019942,13,16982.4915972986
"263",10014,2018,3,1,5,"pub",0,1,0,0,0,1,1,0,45548,0.060990603319575,3,14121.9333333333
"264",10015,2018,6,3,9,"pub",0,0,3,0,0,1,1,0,12795,0.161000390777648,4,15142.0135269986
"265",10016,2018,19,4,12,"pub",0,4,0,0,0,1,0.25,0.75,18944,0.145111908783784,4,19515.6426962918
"266",10017,2018,11,1,4,"pub",0,1,0,0,0,1,1,0,8330,0.198679471788715,4,20751.2783306581
"267",10018,2018,13,2,15,"pub",0,2,0,0,0,1,0.5,0.5,10568,0.184140802422407,5,25143.5255712731
"268",10019,2018,4,1,3,"pub",3,1,0,0,0,1,1,0,4984,0.0981139646869984,4,16936.584178499
"269",10020,2018,9,3,20,"pub",0,0,3,0,0,1,0.666666666666667,0.333333333333333,12511,0.155862840700184,0,18641.0813722711
"270",10021,2018,8,3,5,"pub",3,0,2,1,0,1,0,0.666666666666667,10985,0.145015930814747,4,14784.4644831986
"271",10022,2018,32,3,25,"pub",31,3,0,0,0,1,0.666666666666667,0.333333333333333,25478,0.136352931941283,3,16345.9796585543
"272",10023,2018,57,6,25,"pub",40,6,0,0,0,1,1,0,50850,0.0749065880039331,24,19506.1066957694
"273",10024,2018,12,2,11,"pub",0,1,1,0,0,1,0.5,0,12812,0.151810802372776,5,17803.1708887935
"274",10025,2018,3,1,2,"pub",0,0,1,0,0,1,0,0,2953,0.24856078564172,0,19062.655226209
"275",10026,2018,7,3,30,"pub",7,0,1,2,0,1,0.333333333333333,0.666666666666667,17803,0.0932988822108633,11,24954.6197852323
"276",10027,2018,4,1,8,"pub",0,1,0,0,0,1,0,1,5387,0.159086690180063,0,11346.4684292379
"277",10028,2018,4,1,15,"pub",0,0,1,0,0,1,1,0,11983,0.153300509054494,3,18485.7141412865
"278",10029,2018,6,2,1,"pub",0,2,0,0,0,1,0.5,0.5,2117,0.16343882853094,0,17193.4575230297
"279",10031,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,6779,0.164035993509367,0,12964.3990416031
"280",10032,2018,19,7,42,"pub",17,6,1,0,0,1,0.285714285714286,0.714285714285714,48358,0.116857603705695,21,22211.3737621737
"281",10033,2018,5,1,3,"pub",5,1,0,0,0,1,0,1,6889,0.143707359558717,0,15515.41588386
"282",10034,2018,69,2,7,"pub",0,0,0,2,0,1,1,0,26312,0.0846001824262694,3,20193.6591928251
"283",10035,2018,9,2,12,"pub",8,0,2,0,0,1,0,1,11249,0.168992799359943,3,20005.6131795717
"284",10036,2018,11,3,6,"pub",0,3,0,0,0,1,1,0,21364,0.12965736753417,0,16879.8001732602
"285",10037,2018,3,1,2,"pub",3,0,1,0,0,1,1,0,9173,0.094843562629456,4,21224.9274700171
"286",10038,2018,22,5,19,"pub",13,3,0,2,0,1,0.2,0.4,23005,0.122408172136492,6,19852.4010723861
"287",10039,2018,15,2,45,"pub",0,0,2,0,0,1,0.5,0.5,27604,0.119439211708448,5,21574.2952314861
"288",11001,2018,25,6,46,"pub",23,4,2,0,0,1,1,0,90500,0.11721546961326,7,16565.7414218613
"289",11002,2018,38,6,80,"priv",37,6,0,0,0,1,1,0,108766,0.161815273155214,26,20878.3444763329
"290",11003,2018,51,17,113,"priv",45,2,4,0,11,1,0.941176470588235,0,171767,0.110323868962024,114,24008.7394322122
"291",11004,2018,39,7,45,"pub",37,1,0,6,0,1,0.285714285714286,0.714285714285714,63601,0.108378799075486,5,20527.8758772997
"292",11005,2018,58,12,82,"pub",56,7,3,2,0,1,0.333333333333333,0.666666666666667,111367,0.0820979284707319,5,24424.2114309844
"293",11006,2018,7,2,2,"pub",6,0,0,2,0,1,1,0,5362,0.166728832525177,0,17211.6758991319
"294",11007,2018,260,64,371,"pub",189,52,2,5,5,1,0.453125,0.5,510629,0.108822648145718,68,30871.0278982645
"295",11008,2018,11,3,45,"pub",11,0,0,3,0,1,0,0.333333333333333,40425,0.133358070500928,0,20455.3678607984
"296",11009,2018,96,12,54,"pub",84,4,0,8,0,1,0.5,0.416666666666667,81330,0.0979466371572605,6,18471.3381689186
"297",11010,2018,4,2,10,"pub",2,2,0,0,0,1,0.5,0.5,11203,0.134249754530037,3,17918.7620324114
"298",11011,2018,72,11,80,"pub",0,3,8,0,0,1,0.909090909090909,0,96021,0.116057945657721,10,22054.2852533548
"299",11012,2018,44,4,22,"pub",41,0,0,4,0,1,0.5,0.5,30148,0.131750033169696,3,17774.5473792683
"300",11013,2018,21,3,20,"pub",20,2,0,0,1,1,0,1,26580,0.0922121896162528,0,18803.1944121071
"301",11014,2018,54,11,85,"pub",53,6,1,2,2,1,0.181818181818182,0.636363636363636,160061,0.0935955666901994,27,18726.7088061677
"302",11015,2018,136,24,200,"pub",0,2,7,15,0,1,1,0,189941,0.101536793004143,126,31377.3073637407
"303",11016,2018,12,2,13,"pub",11,2,0,0,0,1,0.5,0.5,20925,0.13868578255675,0,15374.0796738929
"304",11017,2018,156,36,480,"mixed",0,24,5,7,0,1,NA,NA,580248,0.103886613999531,59,27984.511474563
"305",11018,2018,28,4,27,"pub",22,0,4,0,0,1,0.25,0.5,38344,0.129668266221573,4,18928.5764804218
"306",11019,2018,32,4,20,"pub",30,1,2,1,0,1,0.5,0.5,49776,0.13874156219865,5,14957.4241829823
"307",11020,2018,729,89,1185,"priv",528,76,0,13,0,9,0.966292134831461,0.0337078651685393,1664272,0.0916935452858667,171,36084.4979444332
"308",11021,2018,40,7,43,"pub",38,5,1,1,0,1,0.571428571428571,0.428571428571429,47684,0.160724771411794,7,24339.1886683851
"309",11022,2018,15,3,12,"pub",14,0,2,1,0,1,0,1,25643,0.104277970596264,0,15887.0720316776
"310",11023,2018,91,12,100,"pub",90,8,2,2,0,1,0.333333333333333,0.5,153952,0.131644928289337,9,18324.2417657046
"311",11024,2018,6,2,10,"pub",0,2,0,0,0,1,0,1,12153,0.13848432485806,0,19047.5594620354
"312",11025,2018,30,15,51,"pub",27,4,5,6,0,1,0.133333333333333,0.333333333333333,80835,0.078332405517412,6,28896.7564465282
"313",11026,2018,45,5,60,"pub",42,2,0,3,0,1,0,0.6,63943,0.105828628622367,4,17477.5116798455
"314",11027,2018,118,32,350,"mixed",54,20,0,12,0,2,0.71875,0.28125,270876,0.123757734166187,23,31312.184564782
"315",11029,2018,17,2,12,"pub",0,1,1,0,0,1,0.5,0.5,40263,0.105108908923826,0,14235.5444184687
"316",11030,2018,42,18,68,"pub",40,6,7,5,0,1,0.444444444444444,0.555555555555556,117224,0.0976335903910462,9,17420.6860638828
"317",11031,2018,75,19,85,"pub",72,6,6,7,0,1,0.631578947368421,0.157894736842105,127410,0.0962169374460403,7,31688.4833238538
"318",11032,2018,122,16,80,"pub",0,0,16,0,0,1,0.375,0.25,86131,0.0806562097270437,20,27042.6305412833
"319",11033,2018,72,14,67,"pub",59,4,7,3,0,1,0.285714285714286,0.357142857142857,125960,0.0888218482057796,14,20370.3166267033
"320",11034,2018,12,2,3,"pub",11,1,0,1,0,1,1,0,5600,0.126607142857143,3,17128.9122994652
"321",11035,2018,53,18,56,"pub",52,0,5,13,0,1,0,0.944444444444444,81718,0.101507623779339,6,18860.9604931866
"322",11036,2018,18,3,10,"pub",16,1,2,0,0,1,0.333333333333333,0.333333333333333,6702,0.194419576245897,0,16931.5530986325
"323",11037,2018,81,9,150,"priv",68,8,0,1,0,1,1,0,197448,0.0866304039544589,29,23139.5793985335
"324",11038,2018,11,6,15,"pub",8,4,2,0,0,1,0.333333333333333,0.666666666666667,11369,0.167472952766294,0,14736.8803283865
"325",11039,2018,24,5,32,"pub",12,4,1,0,0,1,0,0.8,35835,0.158894935119297,3,17874.2712628602
"326",11040,2018,12,3,5,"pub",11,3,0,0,0,1,0.666666666666667,0.333333333333333,19639,0.0919598757574215,0,16069.2496662216
"327",11041,2018,34,9,45,"pub",32,9,0,0,0,1,0.222222222222222,0.777777777777778,61057,0.131909527163143,19,21472.3137584855
"328",11042,2018,63,5,71,"pub",59,5,0,0,0,1,1,0,148258,0.129780517746091,11,19962.1440705929
"329",11043,2018,4,1,12,"pub",3,1,0,0,0,1,1,0,20964,0.120969280671628,0,18397.8530161427
"330",11044,2018,66,5,45,"pub",0,3,2,0,0,1,NA,NA,63790,0.0950775983696504,0,22343.3027243284
"331",11045,2018,6,3,3,"pub",5,1,0,2,0,1,0,1,11224,0.144333570919458,4,17778.7015706806
"332",11046,2018,24,6,50,"pub",23,2,4,0,0,1,0.5,0.5,69150,0.156182212581345,8,21059.8128055879
"333",12001,2018,1019,54,725,"mixed",484,48,2,3,1,3,0.685185185185185,0.222222222222222,781651,0.12781407559128,428,24987.2417123518
"334",12003,2018,42,4,9,"pub",0,0,2,2,0,1,NA,NA,37763,0.131769192066308,0,12231.1554036287
"335",12004,2018,19,1,4,"pub",0,1,0,0,0,1,0,1,20771,0.11130903663762,3,11074.1356113187
"336",12005,2018,3,1,1,"pub",2,0,1,0,0,1,1,0,7581,0.125445191927186,3,12034.1071277942
"337",12006,2018,5,1,11,"pub",0,0,0,1,0,1,1,0,11365,0.15767707875055,3,25900.3077476182
"338",12007,2018,48,3,58,"pub",0,0,2,0,1,1,0.333333333333333,0.666666666666667,33053,0.136840831392007,8,20315.5961852053
"339",12008,2018,6,1,7,"pub",0,0,1,0,0,1,NA,NA,8998,0.157368304067571,0,10520.1297709924
"340",12010,2018,6,2,2,"pub",0,0,0,2,0,1,1,0,28061,0.0843163108941235,0,6712.13063268093
"341",12011,2018,14,4,26,"pub",0,3,1,0,0,1,1,0,60804,0.147276494967436,15,18258.5593231484
"342",12012,2018,35,5,35,"pub",24,0,0,3,2,1,0.6,0,67834,0.0857829407081994,9,14817.7699009111
"343",12013,2018,12,1,4,"pub",0,1,0,0,0,1,1,0,14965,0.153023722018042,0,15146.3428132206
"344",12014,2018,35,2,3,"pub",0,0,0,2,0,1,0,1,15355,0.191403451644415,3,21215.367908449
"345",12015,2018,27,5,18,"pub",3,1,4,0,0,1,0.2,0.6,12920,0.165634674922601,3,18286.5736317472
"346",12016,2018,25,1,1,"pub",0,0,0,1,0,1,0,1,12529,0.141591507702131,0,13076.9839816934
"347",12017,2018,25,4,9,"pub",0,1,0,3,0,1,1,0,15403,0.155489190417451,0,18021.6964228166
"348",12018,2018,8,2,10,"pub",0,0,0,2,0,1,0,0,14300,0.13993006993007,23,15589.8445499826
"349",12019,2018,10,2,4,"pub",0,0,2,0,0,1,1,0,15368,0.0998828735033837,0,8678.52440133374
"350",12020,2018,4,1,1,"pub",0,1,0,0,0,1,1,0,21087,0.0907668231611894,0,10394.5759438104
"351",12021,2018,47,6,40,"pub",10,2,1,3,0,1,0.333333333333333,0.166666666666667,73140,0.137981952420016,15,15966.980168593
"352",12022,2018,37,4,10,"pub",0,0,3,0,1,1,0,0.75,39253,0.152319567931114,5,15752.7245266499
"353",12023,2018,41,2,4,"pub",30,2,0,0,0,1,1,0,26482,0.133411373763311,8,16914.7243012067
"354",12024,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,7703,0.113981565623783,0,12286.0804048355
"355",12025,2018,27,1,3,"pub",0,1,0,0,0,1,1,0,16643,0.125037553325723,0,10457.5343994848
"356",12026,2018,3,1,5,"pub",3,0,0,1,0,1,1,0,8454,0.186065767683937,0,11246.8009625301
"357",12027,2018,36,3,25,"pub",0,1,1,1,0,1,0.333333333333333,0.666666666666667,20708,0.175729186787715,3,15275.3255554428
"358",12028,2018,30,6,28,"pub",4,3,1,2,0,1,0.333333333333333,0.333333333333333,123134,0.10389494371985,17,12775.2196677871
"359",12029,2018,435,18,210,"pub",387,11,6,1,0,1,0.888888888888889,0.0555555555555556,275029,0.0940409920408393,72,26757.6900829069
"360",12030,2018,44,3,16,"pub",4,0,2,1,0,1,1,0,21839,0.122807820870919,7,16529.3507030604
"361",12031,2018,2,1,1,"pub",0,0,1,0,0,1,1,0,6285,0.168019093078759,0,13514.7533742331
"362",12032,2018,8,2,11,"pub",0,2,0,0,0,1,1,0,37122,0.0852594149022143,4,12532.6553112419
"363",12033,2018,6,2,30,"pub",0,2,0,0,0,1,0.5,0.5,16873,0.129733894387483,5,14496.7381451152
"364",12034,2018,12,6,24,"pub",10,5,0,1,0,1,0.5,0,36748,0.1666757374551,7,16942.3002969264
"365",12035,2018,105,10,112,"pub",99,6,0,4,0,2,0.5,0.2,151411,0.123564338126028,54,25668.4458995521
"366",12036,2018,18,2,5,"pub",0,2,0,0,0,1,1,0,11551,0.103107956021124,3,14521.6483400667
"367",12037,2018,4,1,7,"pub",0,1,0,0,0,1,1,0,6235,0.169526864474739,0,9547.82767191384
"368",12038,2018,150,17,194,"pub",22,11,0,5,1,1,0.529411764705882,0.470588235294118,124443,0.0973216653407584,276,26196.1719219912
"369",12039,2018,31,3,8,"pub",1,1,0,2,0,1,0,1,25748,0.138690383719124,3,18111.3871208354
"370",12040,2018,20,2,16,"pub",1,1,0,1,0,1,0.5,0.5,26032,0.105139827904118,0,12652.4684210526
"371",12041,2018,5,1,1,"pub",0,0,0,1,0,1,1,0,29623,0.0996185396482463,0,9642.29836891659
"372",12042,2018,8,2,2,"pub",1,1,1,0,0,2,1,0,18430,0.109495387954422,0,10939.0629550321
"373",12043,2018,2,1,4,"pub",0,1,0,0,0,1,1,0,18880,0.0865466101694915,0,11408.3521681997
"374",12044,2018,5,1,4,"pub",0,0,0,1,0,1,1,0,12200,0.134344262295082,0,18026.0479569366
"375",12045,2018,11,2,10,"pub",1,2,0,0,0,1,0,1,27699,0.110076176035236,6,11654.7182709223
"376",12046,2018,117,4,60,"pub",36,4,0,0,0,1,0.666666666666667,0.333333333333333,66826,0.0936910783228085,33,18167.1802412027
"377",12047,2018,3,2,1,"pub",0,0,0,2,0,1,NA,NA,7058,0.136015868517994,0,11592.6492335437
"378",12048,2018,40,4,37,"pub",37,1,0,3,0,1,NA,NA,44659,0.127006874314248,27,19823.4339242669
"379",12049,2018,9,2,7,"pub",0,2,0,0,0,1,1,0,12518,0.13276881290941,4,15839.7928705441
"380",12050,2018,77,8,47,"pub",5,3,4,1,0,1,0.125,0.5,38195,0.115983767508836,31,18897.3177866421
"381",12051,2018,6,2,8,"pub",4,0,2,0,0,1,1,0,35864,0.117276377425831,0,13799.6978874556
"382",12052,2018,32,3,6,"pub",0,0,1,2,0,1,0.333333333333333,0,45488,0.0920462539570876,7,11637.8790457214
"383",12053,2018,21,8,19,"pub",4,4,0,4,0,1,1,0,49797,0.134747073116854,7,15463.7777285529
"384",12055,2018,54,14,66,"pub",26,1,9,4,0,1,0.0714285714285714,0.0714285714285714,105277,0.131804667686199,52,17740.701874181
"385",12056,2018,9,2,7,"pub",0,0,0,2,0,1,0,0,45663,0.117907277226639,0,11206.8026548673
"386",12057,2018,62,8,80,"pub",4,6,0,2,0,1,0.714285714285714,0.285714285714286,64607,0.150076617084836,16,21536.1481510483
"387",12058,2018,67,7,41,"pub",63,3,1,3,0,1,0.285714285714286,0.428571428571429,53809,0.147856306565816,9,16872.2320581346
"388",12059,2018,27,3,20,"pub",0,1,0,2,0,1,0.333333333333333,0.333333333333333,30742,0.169247283846204,0,15761.5227185949
"389",12060,2018,4,1,4,"pub",0,0,0,1,0,1,0,0,13464,0.133021390374332,0,10623.75
"390",12061,2018,59,6,21,"pub",15,0,5,0,1,1,1,0,42546,0.121256992431721,8,20079.9781675958
"391",12062,2018,5,2,9,"pub",0,2,0,0,0,1,0.5,0.5,22490,0.0919964428634949,3,14132.1644908616
"392",12064,2018,13,2,6,"pub",0,0,0,2,0,1,0.5,0,11647,0.190607023267794,0,16463.3983182809
"393",12065,2018,7,2,2,"pub",0,2,0,0,0,1,1,0,7504,0.137659914712154,0,11083.3302578019
"394",12066,2018,116,10,51,"pub",5,0,0,10,0,1,0.1,0.9,93187,0.0797858070331699,16,16358.163648579
"395",12067,2018,50,2,10,"pub",0,1,0,1,0,2,1,0,22131,0.1416113144458,6,17586.0829561659
"396",12068,2018,41,4,21,"pub",0,3,1,0,0,1,0.25,0.75,26224,0.142579316656498,26,20564.9587087087
"397",12069,2018,4,1,2,"pub",0,1,0,0,0,1,1,0,12024,0.125083166999335,0,8342.40431751743
"398",12070,2018,6,1,5,"pub",0,1,0,0,0,1,1,0,7703,0.17291964169804,0,12406.6399542072
"399",12071,2018,17,2,16,"pub",0,2,0,0,0,1,1,0,29529,0.0956686647024959,3,9256.81774924038
"400",12072,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,11708,0.0840450973693201,0,11293.5550641309
"401",12073,2018,11,5,12,"pub",0,0,4,1,0,1,0,0,18189,0.147671669690472,4,14371.4662649306
"402",12074,2018,17,2,4,"pub",0,2,0,0,0,1,0,1,22099,0.122539481424499,0,7581.5794201715
"403",12075,2018,40,6,24,"pub",0,6,0,0,0,1,0.5,0.5,51734,0.104824680094329,7,18744.1451338769
"404",12076,2018,9,1,1,"pub",0,0,0,1,0,1,1,0,38712,0.0589739615623063,0,7142.14150714805
"405",12077,2018,25,4,5,"pub",0,0,2,2,0,1,0.25,0.75,14008,0.125499714448886,22,18197.7823776224
"406",12078,2018,2,1,1,"pub",0,1,0,0,0,1,1,0,20746,0.0878241588739998,0,9521.13539967374
"407",12079,2018,8,2,1,"pub",0,0,2,0,0,1,1,0,17838,0.0744478080502299,0,8864.53562005277
"408",12080,2018,13,1,6,"pub",0,0,1,0,0,1,0,0,7478,0.159935811714362,0,13420.8260869565
"409",13001,2018,16,3,8,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,21829,0.113106418067708,0,18487.1215213358
"410",13002,2018,44,4,20,"pub",0,0,0,4,0,1,0,0.5,44967,0.0872195165343474,7,13793.2671906777
"411",13003,2018,42,7,53,"pub",0,6,0,1,0,1,0.285714285714286,0.714285714285714,59659,0.122479424730552,15,22023.2392294814
"412",13004,2018,12,2,3,"pub",0,2,0,0,0,1,0.5,0,10050,0.122388059701493,0,15370.2762674504
"413",13005,2018,6,2,2,"pub",0,0,2,0,0,1,0,0,18511,0.135703095456755,14,22067.3792247207
"414",13006,2018,16,1,8,"pub",9,1,0,0,0,1,1,0,19103,0.155315918965608,0,13472.7883887253
"415",13007,2018,8,2,10,"pub",7,2,0,0,0,1,1,0,12294,0.121685374979665,0,17858.2998415214
"416",13008,2018,30,7,35,"pub",21,6,0,1,0,1,0.714285714285714,0,45859,0.127499509365664,11,20933.5048813398
"417",13009,2018,9,3,30,"pub",0,2,1,0,0,1,0.333333333333333,0,19342,0.11105366559818,0,21418.4569403426
"418",13010,2018,24,6,22,"pub",7,5,0,1,0,1,0.5,0,30600,0.113529411764706,12,34408.5022892996
"419",13011,2018,10,2,11,"pub",1,0,2,0,0,1,0.5,0.5,19740,0.170060790273556,0,12361.2877263582
"420",13012,2018,13,3,14,"pub",6,2,0,1,0,1,1,0,29500,0.130338983050847,7,17907.1282622379
"421",13013,2018,44,6,28,"pub",8,0,6,0,0,1,0,0.5,56190,0.0751735184196476,9,27231.5617298864
"422",13014,2018,22,3,7,"pub",0,0,1,2,0,1,NA,NA,16314,0.190572514404806,7,11711.3821662469
"423",13016,2018,64,6,50,"pub",13,4,0,2,0,1,0,0.166666666666667,59236,0.111942062259437,4,17118.6786958846
"424",13017,2018,8,2,3,"pub",0,1,1,0,0,1,0.5,0,12831,0.162730886135141,0,14395.169857937
"425",13018,2018,18,3,7,"pub",0,0,0,3,0,1,1,0,22802,0.134023331286729,9,12486.1350782893
"426",13019,2018,6,2,18,"pub",6,2,0,0,0,1,0,1,18612,0.126477541371158,0,16458.2099164848
"427",13021,2018,11,3,11,"pub",4,1,2,0,0,3,0.333333333333333,0,14813,0.131371092958887,3,20847.6860759494
"428",13022,2018,7,3,5,"pub",0,1,0,2,0,2,0.333333333333333,0,15798,0.125269021395113,0,23928.008159796
"429",13023,2018,9,3,21,"pub",8,0,3,0,0,1,0,0.333333333333333,35781,0.129230597244348,0,22624.9984920076
"430",13024,2018,14,3,10,"pub",1,1,1,1,0,1,0.333333333333333,0.333333333333333,17518,0.123530083342847,37,18345.2407072692
"431",13025,2018,20,2,1,"pub",19,0,0,2,0,1,0.5,0.5,21061,0.217463558235601,0,12076.3130127071
"432",13027,2018,25,2,1,"pub",0,0,1,0,1,1,0.5,0.5,22987,0.14777917953626,0,11270.0468595625
"433",13028,2018,95,13,120,"pub",39,8,0,4,1,1,0.384615384615385,0.538461538461539,126009,0.1201025323588,36,16601.5705136682
"434",13029,2018,16,6,20,"pub",7,5,1,0,0,1,0.333333333333333,0.5,46789,0.1332791895531,18,22019.7196052281
"435",13030,2018,47,14,70,"pub",32,6,6,2,0,1,0,1,96195,0.108020167368366,53,20086.0193003619
"436",13031,2018,12,3,8,"pub",0,1,0,1,1,1,NA,NA,12396,0.171022910616328,5,18427.3497932072
"437",13032,2018,14,2,6,"pub",0,1,0,1,0,1,0.5,0.5,10605,0.154266855256954,0,11681.1544885177
"438",13033,2018,9,1,1,"pub",0,0,0,1,0,1,1,0,2953,0.195733152726041,0,13686.9357045144
"439",13035,2018,4,2,5,"pub",0,2,0,0,0,1,1,0,12749,0.107459408581065,0,16759.3307984791
"440",13036,2018,31,2,1,"pub",6,0,0,2,0,1,0,0.5,9428,0.169282986847688,0,15153.1452816386
"441",13037,2018,6,2,8,"pub",0,2,0,0,0,1,0,0,21095,0.166295330647073,3,14610.3610947616
"442",13038,2018,6,2,1,"pub",3,1,0,1,0,1,0,1,8700,0.119885057471264,19,19208.1578735401
"443",13039,2018,28,4,12,"pub",11,3,0,1,0,1,0,0.75,14232,0.126124227093873,20,25347.5404370354
"444",13040,2018,5,1,3,"pub",0,0,1,0,0,1,0,1,9948,0.176819461198231,3,12201.1998269896
"445",13041,2018,9,5,40,"pub",3,5,0,0,0,1,0.2,0.4,46346,0.115910758209986,6,21900.2728552803
"446",13042,2018,10,2,8,"pub",1,1,0,1,0,1,0.5,0.5,11505,0.167492394611039,5,17651.9295704296
"447",13043,2018,4,1,2,"pub",0,0,0,1,0,1,0,1,6334,0.163088095989896,3,10451.004708439
"448",13044,2018,13,3,5,"pub",0,2,1,0,0,1,1,0,16690,0.174116237267825,3,17083.3085465958
"449",13045,2018,21,5,5,"pub",6,2,1,2,0,1,0.2,0.6,9227,0.12116614284166,0,17595.5404933965
"450",13046,2018,58,4,22,"pub",0,0,0,4,0,1,0,1,38629,0.149214320847032,4,11038.9232628399
"451",13047,2018,9,2,3,"pub",0,2,0,0,0,1,0.5,0.5,4809,0.185069661052194,0,15241.6608287057
"452",13048,2018,314,4,380,"priv",265,1,1,2,0,2,0.75,0.25,305038,0.127525095234036,30,38261.8675908163
"453",13049,2018,12,2,8,"pub",0,0,0,2,0,1,0,0,18628,0.125187889199055,3,11136.7167436005
"454",13050,2018,4,4,15,"pub",3,4,0,0,0,1,1,0,23353,0.128034941977476,5,23408.6598850999
"455",13051,2018,182,70,88,"pub",43,16,0,54,0,2,1,0,187676,0.0813955966665956,18,37843.7784226439
"456",13052,2018,18,7,17,"mixed",2,3,1,3,0,3,0,0.285714285714286,37521,0.115402041523414,0,28492.22650949
"457",13053,2018,10,2,3,"pub",8,2,0,0,0,1,0.5,0.5,17785,0.145234748383469,6,15259.649197861
