"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"2997",21129,2020,4,2,10,"pub",0,2,0,0,0,1,0,1,14018,0.120844628334998,0,10447.1441465357
"2998",21130,2020,2,1,2.14,"pub",0,1,0,0,0,1,0,0,3604,0.178412874583796,0,11249.202112338
"2999",21132,2020,77,13,135,"priv",0,10,0,3,0,1,0.846153846153846,0.153846153846154,155738,0.108958635657322,30,21175.1365538394
"3000",21134,2020,6,2,16,"pub",0,2,0,0,0,1,1,0,20974,0.116572899780681,3,15090.9684307198
"3001",21136,2020,4,1,8,"pub",0,1,0,0,0,1,1,0,12461,0.0972634620014445,0,23197.8705570292
"3002",21137,2020,6,2,4,"pub",0,2,0,0,0,1,0,0,10464,0.0887805810397553,0,12033.6225106
"3003",21140,2020,47,8,94.83,"priv",45,8,0,0,0,1,0.875,0.125,138433,0.117356410682424,32,26732.4129305563
"3004",21142,2020,21,6,28,"pub",0,4,0,2,0,1,0.333333333333333,0.666666666666667,30639,0.103234439766311,7,15434.7092006405
"3005",21143,2020,6,2,18,"pub",0,2,0,0,0,1,0,0,34880,0.0915711009174312,0,17111.5590472449
"3006",21144,2020,10,2,18,"pub",0,2,0,0,0,1,0.5,0.5,16790,0.0796902918403812,0,16156.667203396
"3007",21145,2020,5,1,5,"pub",0,1,0,0,0,1,1,0,13189,0.125483357343241,0,6517.25614035088
"3008",21148,2020,3,2,2,"pub",0,1,0,1,0,1,1,0,11498,0.0926248043137937,0,14368.9972941631
"3009",21149,2020,10,2,7,"pub",0,2,0,0,0,1,0,0,30309,0.0735755056253918,0,16716.773201076
"3010",21150,2020,4,1,3.42,"pub",0,0,0,1,0,1,0,1,6105,0.168714168714169,3,9922.51708262661
"3011",21151,2020,2,1,4.89,"pub",0,1,0,0,0,1,0,1,9315,0.107353730542136,0,14515.6026779615
"3012",21152,2020,4,2,1.5,"pub",0,2,0,0,0,1,1,0,12631,0.134985353495369,0,13525.7902411666
"3013",21155,2020,4,1,4.5,"pub",3,1,0,0,0,1,0,1,6830,0.143338213762811,0,19271.8047016275
"3014",21156,2020,118,22,211.5,"priv",0,12,2,3,5,1,0.363636363636364,0.636363636363636,327312,0.0963484381874175,74,23706.6516446308
"3015",21157,2020,13,2,6,"pub",0,2,0,0,0,1,0.5,0.5,12672,0.184895833333333,4,14206.9882565492
"3016",21158,2020,5,1,1.4,"pub",0,0,1,0,0,1,1,0,6743,0.184784220673291,3,11882.9083333333
"3017",21160,2020,3,1,3.5,"pub",0,1,0,0,0,1,0,1,3689,0.162103551097859,0,11667.5246497146
"3018",21161,2020,7,2,8,"pub",0,2,0,0,0,1,0,0,22218,0.0908722657304888,0,14512.8136945322
"3019",21162,2020,5,1,1,"pub",0,0,0,1,0,1,0,0,4155,0.14849578820698,0,9129.00343642612
"3020",21163,2020,6,3,16,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,18854,0.0876206640500689,0,19684.7233554309
"3021",21164,2020,142,8,80,"pub",0,7,1,0,0,1,0.25,0.75,84270,0.0877655156046042,29,16825.6624147137
"3022",21165,2020,5,1,1.2,"pub",0,0,0,1,0,1,0,0,1216,0.136513157894737,0,7208.81860465116
"3023",21166,2020,6,2,10,"pub",0,2,0,0,0,1,1,0,8918,0.151379233011886,0,13766.8611152196
"3024",21167,2020,3,1,1,"pub",0,1,0,0,0,1,0,0,10373,0.123397281403644,0,7952.10257687041
"3025",21168,2020,3,1,1,"pub",0,1,0,0,0,1,0,1,7523,0.124950152864549,0,12623.4141337386
"3026",21169,2020,18,4,6,"pub",18,2,0,2,0,1,0.25,0.75,22331,0.133715462809547,5,15575.6399211506
"3027",21170,2020,6,2,10,"pub",0,2,0,0,0,1,1,0,19200,0.1121875,0,12810.3135957658
"3028",21172,2020,23,3,16,"pub",0,1,1,1,0,1,0,0.666666666666667,27216,0.131870958259847,6,12278.5991219183
"3029",21173,2020,3,1,6.9,"pub",0,1,0,0,0,1,0,1,6653,0.108672779197355,4,23426.9737171464
"3030",21174,2020,31,6,85,"pub",0,6,0,0,0,1,0,1,103583,0.109718776247068,21,21944.3125630167
"3031",21175,2020,3,1,4.9,"pub",0,1,0,0,0,1,0,1,14432,0.115160753880266,0,13179.0997782705
"3032",21176,2020,3,1,5.69,"pub",0,1,0,0,0,1,0,1,9664,0.135761589403974,0,15572.9880749574
"3033",21177,2020,27,4,15,"pub",0,2,0,2,0,1,0.5,0.5,54757,0.0857972496667093,5,12049.760594942
"3034",21178,2020,15,1,2.5,"pub",0,1,0,0,0,1,0,1,15977,0.163359829755273,0,9356.49284785436
"3035",21179,2020,15,1,12,"pub",0,1,0,0,0,1,1,0,31639,0.106419292645153,5,11318.1972964606
"3036",21180,2020,9,3,20,"pub",0,3,0,0,0,1,0,1,41547,0.102293787758442,4,15077.9481676821
"3037",21182,2020,4,2,4,"pub",4,1,1,0,0,1,0,1,5390,0.0823747680890538,0,13680.0025862069
"3038",21183,2020,6,3,6,"pub",0,0,3,0,0,1,0.666666666666667,0.333333333333333,20433,0.0997895561102139,0,8979.14344355758
"3039",21185,2020,3,1,5.93,"pub",0,1,0,0,0,1,0,1,10344,0.123066511987626,0,12296.4129073688
"3040",21187,2020,2,1,1.5,"pub",0,0,0,1,0,1,1,0,4934,0.17207134171058,0,11159.799382716
"3041",21188,2020,3,1,15,"pub",0,1,0,0,0,1,0,1,19315,0.123996893606006,0,9026.15010012014
"3042",21189,2020,6,2,14,"pub",0,2,0,0,0,1,0,1,22454,0.0988687984323506,0,15560.0543239951
"3043",21190,2020,4,1,1,"pub",0,0,1,0,0,1,0,0,1187,0.251895534962089,0,10756.037037037
"3044",21191,2020,6,2,10,"pub",0,1,1,0,0,1,0,1,9871,0.169790294802958,7,17404.095311299
"3045",21192,2020,3,1,4,"pub",0,0,1,0,0,1,0,1,5924,0.169817690749494,0,13088.8126984127
"3046",21193,2020,3,1,8,"pub",0,1,0,0,0,1,0,1,6476,0.138974675725757,0,11775.6310052483
"3047",21194,2020,10,3,5.376,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,28395,0.133861595351294,7,17698.0329815303
"3048",21195,2020,3,2,4,"pub",0,2,0,0,0,1,0,1,26559,0.0996272450016943,3,8945.12053605422
"3049",21196,2020,3,2,2,"pub",0,1,1,0,0,1,0,1,1570,0.22484076433121,0,15339.6363636364
"3050",21197,2020,39,7,29,"pub",0,6,0,1,0,1,0.285714285714286,0.714285714285714,80591,0.113474209278952,24,17247.7789765272
"3051",21199,2020,11,3,14,"pub",0,3,0,0,0,1,0.333333333333333,0.333333333333333,42943,0.0783131127308292,0,13303.117087156
"3052",21201,2020,6,1,1.5,"pub",0,0,1,0,0,1,0,1,3375,0.143703703703704,0,9986.14227458088
"3053",21203,2020,4,1,3.7,"pub",0,0,1,0,0,1,0,0,7178,0.111033714126498,0,10033.4375161708
"3054",21204,2020,2,1,2.411,"pub",0,1,0,0,0,1,0,1,7926,0.112919505425183,0,14721.5745253401
"3055",21205,2020,9,3,5,"pub",0,3,0,0,0,1,0,1,26392,0.0798726886935435,0,15088.5215029425
"3056",21206,2020,2,1,6,"pub",0,1,0,0,0,1,0,1,4647,0.154938670109748,0,11959.9714607585
"3057",21207,2020,32,4,22,"pub",0,4,0,0,0,1,0.5,0.5,57887,0.108297199716689,11,14879.2341318902
"3058",21208,2020,34,6,62,"pub",8,5,0,1,0,1,0.333333333333333,0.5,87361,0.109705703918224,43,18816.1480733536
"3059",21209,2020,2,1,1.152,"pub",0,1,0,0,0,1,0,0,8595,0.148225712623618,4,13577.3006012024
"3060",21210,2020,5,1,1.285,"pub",0,1,0,0,0,1,0,1,5675,0.151189427312775,6,12142.3135135135
"3061",21213,2020,3,1,4,"pub",0,0,0,1,0,1,0,1,11967,0.131110554023565,0,10419.9798374653
"3062",21214,2020,10,3,19,"pub",0,2,1,0,0,1,0.666666666666667,0.333333333333333,18359,0.105452366686639,5,14344.7600051473
"3063",21215,2020,4,1,1.5,"pub",0,1,0,0,0,1,0,1,4539,0.159947124917383,0,9600.21937139192
"3064",21216,2020,2,1,1,"pub",0,1,0,0,0,1,0,1,2452,0.193311582381729,0,9510.2683982684
"3065",21217,2020,5,1,1.4,"pub",0,1,0,0,0,1,0,0,20335,0.124022621096631,3,5737.74830590513
"3066",22001,2020,61,10,34,"pub",36,8,0,0,2,1,0.3,0.6,66841,0.101240256728655,6,16386.2084991655
"3067",22002,2020,18,5,14,"pub",8,1,4,0,0,1,0.6,0.4,27365,0.119166818929289,7,15215.337804878
"3068",22003,2020,9,3,13,"pub",4,2,0,1,0,1,0.666666666666667,0.333333333333333,13142,0.16428245320347,0,19278.9519586105
"3069",22004,2020,56,7,50,"pub",32,4,2,0,1,1,0.142857142857143,0,69075,0.101918204849801,14,19999.8621682781
"3070",22005,2020,56,4,36.605,"pub",28,4,0,0,0,1,0,1,67121,0.0830589532337122,3,22709.1719579051
"3071",22007,2020,39,10,35,"pub",38,7,1,2,0,1,0.7,0.3,45141,0.0926208989610332,37,23575.4610211706
"3072",22008,2020,12,3,49,"pub",4,3,0,0,0,1,0.666666666666667,0.333333333333333,36808,0.0970712888502499,0,24233.9871036011
"3073",22009,2020,37,10,15.5,"pub",25,8,0,2,0,1,0.3,0.7,27343,0.117726657645467,16,28371.508882149
"3074",22010,2020,18,9,9.187,"pub",3,4,1,4,0,1,0.333333333333333,0.666666666666667,18794,0.157709907417261,0,16305.422548121
"3075",22011,2020,87,24,125,"pub",85,21,2,1,0,1,0.666666666666667,0.25,231668,0.065723362743236,3,35173.6234395339
"3076",22012,2020,37,5,52,"pub",16,5,0,0,0,1,0.6,0.4,77404,0.0862616919022273,0,24955.9360279151
"3077",22013,2020,15,5,15,"pub",0,4,0,1,0,1,0.4,0.6,19141,0.128676662661303,3,17742.6612629102
"3078",22014,2020,948,131,1123.33,"mixed",792,82,5,39,5,3,0.870229007633588,0.0687022900763359,1049777,0.106489282962,126,45362.2382612077
"3079",22015,2020,10,3,5.5,"pub",4,3,0,0,0,1,0,1,8359,0.106950592176098,8,22797.3210427769
"3080",22016,2020,191,26,200,"pub",120,23,0,3,0,1,0.846153846153846,0.153846153846154,297804,0.100640018267048,32,30671.3707315168
"3081",22017,2020,56,16,66,"pub",45,12,1,3,0,1,0.5625,0.25,72201,0.117103641223806,41,24070.3573958316
"3082",22018,2020,14,4,10,"pub",0,2,2,0,0,1,1,0,27916,0.101518842241009,0,21047.0781677767
"3083",23001,2020,75,15,88.397,"mixed",57,9,3,3,0,2,0.933333333333333,0.0666666666666667,88626,0.0882133911041906,65,33588.5279009326
"3084",23002,2020,34,3,93.014,"pub",10,3,0,0,0,1,0.666666666666667,0.333333333333333,83990,0.0946065007739017,16,17503.1667905914
"3085",23003,2020,63,8,80,"pub",20,6,2,0,0,1,1,0,22686,0.0736136824473243,66,33358.9498908236
"3086",23004,2020,180,15,268.487,"pub",120,13,1,1,0,1,0.866666666666667,0.0666666666666667,233648,0.110169999315209,118,31345.1341716531
"3087",23006,2020,23,4,12.8,"pub",7,3,0,1,0,1,1,0,39165,0.10047236052598,9,15012.1422764228
"3088",23007,2020,82,11,3,"pub",31,0,7,4,0,1,0.363636363636364,0.636363636363636,29171,0.0952658462171335,13,17768.6383318461
"3089",23008,2020,199,30,382.349,"pub",38,30,0,0,0,1,1,0,333800,0.0392600359496705,247,45307.1884048907
"3090",23009,2020,86,12,141.898,"mixed",26,12,0,0,0,2,1,0,46721,0.0475375098991888,156,36442.1351103254
"3091",23010,2020,39,5,34.63,"pub",12,4,0,1,0,1,0.8,0.2,41754,0.102145902189012,25,18039.3111268604
"3092",24001,2020,5,1,7,"pub",4,1,0,0,0,1,0,0,18974,0.135290397385896,0,12791.1028037383
"3093",24002,2020,5,2,3.2,"pub",4,1,0,0,1,1,0,1,7785,0.179190751445087,0,11758.3001293661
"3094",24003,2020,28,5,20,"pub",0,2,1,2,0,1,0.2,0.2,48359,0.119005769350069,0,8885.98012970885
"3095",24004,2020,2,1,1.6,"pub",0,0,0,1,0,1,0,0,4013,0.222775978071268,0,14092.5907879711
"3096",24005,2020,15,4,27,"pub",14,1,1,2,0,1,0,0.25,18317,0.169296282142272,6,19848.8107402032
"3097",24006,2020,31,3,14,"pub",31,1,0,2,0,1,0,0.666666666666667,9579,0.158262866687546,30,14429.6743041673
"3098",24007,2020,8,3,17,"pub",5,1,0,2,0,1,0,1,19840,0.122883064516129,4,17625.8113684211
"3099",24008,2020,27,5,20,"pub",21,4,0,1,0,1,0,0.6,22075,0.177893544733862,5,19969.4277914641
"3100",24009,2020,5,1,7,"pub",0,1,0,0,0,1,1,0,5050,0.128910891089109,0,30607.8407425501
"3101",24010,2020,13,3,20,"pub",8,3,0,0,0,1,0.333333333333333,0.666666666666667,30320,0.15339709762533,4,16193.2271111656
"3102",24011,2020,41,6,65,"pub",33,5,0,1,0,1,0,0.833333333333333,48106,0.133600798237226,9,21168.3869070312
"3103",24012,2020,16,3,15,"pub",0,1,1,1,0,1,0,0.666666666666667,20300,0.149064039408867,3,11904.0174140183
"3104",24013,2020,123,17,269,"pub",93,10,0,7,0,1,0.294117647058824,0,179371,0.140318111623395,43,25768.3505333176
"3105",24014,2020,9,1,1.4,"pub",0,0,1,0,0,1,0,1,15660,0.186653895274585,0,8975.51918592326
"3106",24015,2020,22,3,20,"pub",20,2,0,1,0,1,1,0,21814,0.146694783166774,10,18752.7598835799
"3107",24016,2020,26,4,12,"pub",17,4,0,0,0,1,0,0.25,40899,0.15455145602582,6,19453.0160578789
"3108",24017,2020,5,2,10,"pub",0,1,0,1,0,1,0,0.5,25119,0.17202117918707,3,11914.8519807479
"3109",24018,2020,8,2,2,"pub",0,2,0,0,0,1,0,1,15334,0.13903743315508,3,13128.2194459533
"3110",24019,2020,4,2,1.57,"pub",0,0,1,1,0,1,0.5,0,5453,0.245186136071887,0,13175.5792828685
"3111",24020,2020,97,13,61.2,"pub",67,10,3,0,0,1,0.375,0.25,102199,0.119443438781201,29,24586.181109572
"3112",24021,2020,20,5,28,"pub",0,3,1,1,0,1,0,0.8,58469,0.114145957686979,0,18647.1273177782
"3113",24022,2020,17,3,5.5,"pub",16,2,1,0,0,1,0,0.666666666666667,19036,0.144410590460181,0,12293.8213473143
"3114",24023,2020,7,4,22,"pub",6,3,0,1,0,1,0,0.666666666666667,15301,0.194562446898895,0,16363.6820960699
"3115",24024,2020,82,14,105,"pub",74,13,1,0,0,1,0,0.857142857142857,97943,0.149832045169129,28,23706.5084884995
"3116",24025,2020,31,3,22,"pub",19,0,3,0,0,1,0.333333333333333,0.333333333333333,31107,0.110393159096023,5,14382.000899056
"3117",24026,2020,5,1,3,"pub",0,1,0,0,0,1,0,1,9382,0.147729695160947,0,7552.14255319149
"3118",24027,2020,8,3,9,"pub",7,2,0,1,0,1,0.333333333333333,0.666666666666667,10215,0.198531571218796,0,17148.3959296947
"3119",24028,2020,1143,499,602.387,"mixed",264,33,405,7,54,3,0.0226700251889169,0.052896725440806,911908,0.12038824091904,122,40032.6311161926
"3120",24029,2020,25,3,8,"pub",0,1,0,2,0,1,0,0.333333333333333,18468,0.220002165908599,0,9462.14408916014
"3121",24030,2020,5,2,4,"pub",5,1,1,0,0,1,0,1,4779,0.27348817744298,0,13868.4775583483
"3122",24032,2020,14,5,16.7,"pub",0,5,0,0,0,1,0.2,0.6,39880,0.130391173520562,5,16316.3141833077
"3123",24033,2020,3,2,4,"pub",2,0,0,2,0,1,0,0,10785,0.172739916550765,0,13201.3219399538
"3124",24034,2020,8,1,6,"pub",0,0,1,0,0,1,0,0,14945,0.152224824355972,0,14580.1976764349
"3125",24035,2020,82,12,211,"pub",56,12,0,0,0,1,0,1,332072,0.0878966007371895,14,32503.7685071317
"3126",24036,2020,13,4,7,"pub",8,3,1,0,0,1,0,1,29184,0.153234649122807,18,17262.9148388243
"3127",24037,2020,106,14,70,"pub",2,9,0,5,0,1,1,0,95037,0.133779475362227,13,14751.8027213216
"3128",24038,2020,25,2,5,"pub",0,1,0,0,1,1,1,0,14348,0.188946194591581,0,12172.171875
"3129",24039,2020,12,2,10,"pub",0,0,0,2,0,1,0,0,13603,0.153642578842902,0,12974.7318928263
"3130",24040,2020,13,2,55,"pub",3,2,0,0,0,1,0,1,36968,0.145937026617615,6,21367.8808285255
"3131",24041,2020,20,1,2.5,"pub",18,0,0,1,0,1,0,1,18208,0.138345782073814,0,8740.66408289172
"3132",24042,2020,11,2,4,"pub",0,0,2,0,0,1,0,0,13448,0.16307257584771,7,16856.2607586866
"3133",24043,2020,10,3,5.7,"pub",8,1,0,2,0,1,0,0.666666666666667,7966,0.176249058498619,0,14346.7470676692
"3134",24044,2020,4,1,2,"pub",0,0,0,1,0,1,0,0,7557,0.134047902606855,0,11071.3348097443
"3135",24045,2020,9,3,4,"pub",8,2,0,1,0,1,0,0.333333333333333,14188,0.173315477868621,4,15277.7563368765
"3136",24046,2020,8,1,8,"pub",0,0,0,1,0,1,0,0,18206,0.112545314731407,0,16091.0564929298
"3137",24047,2020,6,1,2,"pub",0,1,0,0,0,1,0,1,9277,0.184326829794114,0,11914.5914529915
"3138",24048,2020,9,2,6,"pub",0,2,0,0,0,1,0,1,5298,0.135711589278973,0,22134.7324391907
"3139",24049,2020,5,1,50,"pub",0,0,1,0,0,1,0,1,38389,0.116726145510433,3,10830.0759082606
"3140",24050,2020,28,4,30,"pub",23,3,0,1,0,1,0.75,0.25,52912,0.0935893559117024,7,17397.3920240412
"3141",24051,2020,11,1,9,"pub",0,0,1,0,0,1,0,0,15458,0.170914736705913,0,18051.4751459046
"3142",24052,2020,6,2,5,"pub",4,0,1,1,0,1,1,0,10304,0.199437111801242,0,13140.8191053288
"3143",24053,2020,72,5,13,"pub",42,1,3,1,0,1,0.4,0,32544,0.148844641101278,6,12763.4501593081
"3144",24054,2020,59,8,45,"pub",17,4,1,3,0,1,0.5,0.25,49741,0.14135220441889,13,12528.6877834839
"3145",24055,2020,10,3,10.5,"pub",1,2,0,1,0,1,0,0.666666666666667,27386,0.0950120499525305,0,19558.1461599787
"3146",24056,2020,8,3,5,"pub",8,0,2,1,0,1,0,0.666666666666667,17258,0.106037779580484,0,15242.9156987636
"3147",24057,2020,44,6,8,"pub",44,3,0,3,0,1,0.5,0.5,28996,0.135535935991171,4,11752.1053259141
"3148",24058,2020,17,5,23.4,"pub",16,5,0,0,0,1,1,0,20959,0.130254306026051,8,19890.2564562209
"3149",25002,2020,44,10,87.5,"pub",2,5,3,2,0,1,0.2,0.8,44093,0.179030685142766,0,42767.249302103
"3150",25003,2020,9,2,7,"pub",8,2,0,0,0,1,0.5,0.5,26542,0.139477055233215,10,18253.374324024
"3151",25004,2020,29,6,13,"pub",9,0,1,5,0,1,0.333333333333333,0.666666666666667,24899,0.174946785011446,5,21826.4200569569
"3152",25005,2020,13,4,11,"pub",7,2,0,2,0,1,0,0.75,17012,0.127321890430284,7,20794.691700448
"3153",25006,2020,650,96,1050,"mixed",351,96,0,0,0,2,0.729166666666667,0.239583333333333,1003530,0.11132004025789,104,40838.0272528704
"3154",25007,2020,151,2,13,"pub",0,1,0,1,0,1,0.5,0.5,29334,0.156610077043704,7,20837.7365916955
"3155",25008,2020,37,10,65,"mixed",28,9,1,0,0,2,0.5,0.1,55339,0.0988272285368366,17,24760.7348973982
"3156",25009,2020,71,8,44.991,"pub",34,4,3,1,0,1,0.5,0.166666666666667,59988,0.135677135427085,21,24321.8618692479
"3157",25010,2020,45,8,120,"pub",11,8,0,0,0,1,0.75,0,96593,0.15446253869328,24,18776.1740027098
"3158",25011,2020,62,17,300,"pub",0,17,0,0,0,1,0.470588235294118,0.352941176470588,289370,0.147002108027784,22,23182.4768955628
"3159",25012,2020,496,61,531.279,"mixed",288,53,5,3,0,2,0.918032786885246,0.0819672131147541,501441,0.132567939199228,216,35575.6879676105
"3160",25013,2020,30,4,25.5,"pub",14,4,0,0,0,1,0.5,0.5,40358,0.204271767679271,0,19849.9731962787
"3161",25014,2020,121,5,70,"pub",13,4,1,0,0,1,0.2,0.6,52345,0.159174706275671,13,24133.6440927236
"3162",25015,2020,78,14,110,"pub",53,3,11,0,0,1,0.142857142857143,0.357142857142857,79492,0.145725356010668,13,28258.8046033907
"3163",25016,2020,18,5,24,"pub",13,1,2,2,0,1,0,0,19505,0.182414765444758,7,21311.8870678617
"3164",25017,2020,43,8,75,"pub",8,8,0,0,0,1,0.875,0,78670,0.161878733951951,0,16289.8021340382
"3165",25018,2020,107,21,126.71,"mixed",23,20,0,1,0,2,0.666666666666667,0.333333333333333,149122,0.11900993817143,6,24668.0481079666
"3166",26002,2020,57,7,70,"pub",57,7,0,0,0,1,0,1,91929,0.0913095976242535,33,30978.7522328812
"3167",26003,2020,30,10,17,"pub",5,3,1,5,1,1,0.3,0.3,24976,0.174607623318386,27,21934.7782643958
"3168",26004,2020,20,4,10,"pub",0,3,0,0,1,1,0,0,9492,0.101980615254952,34,25530.4198379573
"3169",26005,2020,4,2,1,"pub",3,1,1,0,0,1,0,0.5,1177,0.22090059473237,0,32715.7479892761
"3170",26006,2020,4,1,1.5,"pub",4,1,0,0,0,1,0,1,2788,0.232424677187948,3,26364.6963123644
"3171",26008,2020,5,1,1.2,"pub",0,0,0,1,0,1,0,0,979,0.259448416751788,0,20343.8285714286
"3172",26009,2020,8,1,1,"pub",3,0,0,1,0,1,1,0,759,0.284584980237154,0,32823.0831792976
"3173",26010,2020,5,1,1,"pub",0,0,0,1,0,1,0,1,1221,0.174447174447174,3,22542.0659340659
"3174",26012,2020,35,1,9,"pub",6,0,0,1,0,1,0,0,23151,0.146775517256274,0,20686.6955422068
"3175",26016,2020,4,1,2,"pub",3,1,0,0,0,1,0,1,4988,0.162790697674419,0,28507.3234421365
"3176",26017,2020,65,8,90,"pub",56,8,0,0,0,1,0.875,0.125,89122,0.109176185453648,28,34710.9526820557
"3177",26018,2020,111,23,350,"priv",101,23,0,0,0,1,1,0,436484,0.13966834981351,57,33757.6049571353
"3178",26019,2020,69,11,33,"pub",69,9,2,0,0,1,0.909090909090909,0.0909090909090909,39451,0.120478568350612,9,40746.7525080476
"3179",26020,2020,10,2,8,"pub",10,0,2,0,0,1,0,0,4946,0.133643348160129,0,26559.1423255814
"3180",26021,2020,6,2,1,"pub",6,0,1,1,0,1,0,0.5,1848,0.2245670995671,0,37096.8737201365
"3181",26022,2020,8,2,1,"pub",0,1,1,0,0,1,0,1,863,0.188876013904983,0,36189.5874673629
"3182",26023,2020,4,1,5,"pub",4,0,1,0,0,1,0,0,5829,0.197117858980957,0,29350.8230818009
"3183",26025,2020,31,9,8,"pub",5,7,0,2,0,2,0,0.777777777777778,51431,0.137407400206101,7,32490.5553116028
"3184",26026,2020,34,6,41,"pub",0,1,5,0,0,1,0.166666666666667,0,61309,0.146520086773557,0,18389.9907745531
"3185",26027,2020,5,3,2.964,"pub",0,2,0,1,0,1,0.666666666666667,0.333333333333333,9041,0.0926888618515651,3,29057.4984623987
"3186",26028,2020,4,1,1,"pub",0,1,0,0,0,1,0,1,1009,0.230921704658077,0,29775.6312056738
"3187",26029,2020,127,9,110,"mixed",20,8,0,1,0,2,1,0,156863,0.132083410364458,46,34731.8382986876
"3188",26030,2020,529,78,700,"pub",376,78,0,0,0,1,0.705128205128205,0.294871794871795,936263,0.111509266092967,102,49538.0727927674
"3189",26032,2020,3,1,1,"pub",0,1,0,0,0,1,0,1,888,0.234234234234234,0,27952.2093352192
"3190",26033,2020,58,6,40,"pub",49,6,0,0,0,1,1,0,77682,0.166151746865426,11,20337.8672028515
"3191",26035,2020,3,1,5.428,"pub",3,1,0,0,0,1,1,0,12536,0.129865985960434,0,28562.6197944835
"3192",26036,2020,21,6,35,"pub",20,6,0,0,0,1,0,0.833333333333333,33049,0.118460467790251,11,37067.6421207658
"3193",26037,2020,3,2,1,"pub",3,0,0,2,0,1,0,0,1101,0.269754768392371,0,40861.9776536313
"3194",26038,2020,5,1,8.75,"pub",3,1,0,0,0,1,0,0,5173,0.153682582640634,6,35839.6916030534
"3195",26039,2020,16,2,7,"pub",11,1,0,1,0,1,0,0,5774,0.107897471423623,7,30351.0961576747
"3196",26041,2020,54,6,26,"pub",24,3,0,3,0,1,0,0.666666666666667,14369,0.103417078432737,7,33715.9184867038
"3197",26042,2020,329,11,58.749,"pub",295,11,0,0,0,1,0.636363636363636,0.363636363636364,164387,0.141909031736086,24,28834.5691831188
"3198",26043,2020,240,27,302,"pub",119,26,0,0,1,1,0.380952380952381,0.571428571428571,264782,0.0794313812872476,49,38491.9527710751
"3199",26045,2020,9,4,3.2,"pub",0,0,1,3,0,1,0,1,2438,0.221082854799016,0,25982.354295837
"3200",26047,2020,10,4,8,"pub",10,4,0,0,0,1,0,0,9122,0.135935101951326,9,35529.9417090413
"3201",26048,2020,56,11,80,"pub",0,11,0,0,0,1,0.727272727272727,0.181818181818182,62689,0.093987780950406,65,32713.7548439731
"3202",26051,2020,4,1,8,"pub",3,1,0,0,0,1,0,1,4830,0.206004140786749,0,24395.4728940784
"3203",26052,2020,7,2,4.7,"pub",0,1,1,0,0,1,0.5,0.5,5257,0.214380825565912,4,29322.6312713103
"3204",26055,2020,84,10,230,"pub",50,10,0,0,0,1,1,0,199021,0.113907577592314,60,38478.7727955428
"3205",26056,2020,7,1,5,"pub",7,1,0,0,0,1,0,1,10729,0.0722341317923385,0,23862.3870725291
"3206",26058,2020,12,3,30,"pub",9,3,0,0,0,1,0.333333333333333,0,16203,0.144417700425847,10,33749.8660752611
"3207",26063,2020,4,2,1,"pub",0,1,1,0,0,1,0.5,0.5,1178,0.272495755517827,0,24995.9073869901
"3208",26064,2020,8,3,1.5,"pub",0,0,1,2,0,1,0,0,1381,0.20130340333092,0,26542.6182380216
"3209",26065,2020,16,2,1.75,"pub",14,0,0,2,0,1,0,0,1473,0.216564833672777,0,19808.592760181
"3210",26066,2020,8,2,14,"pub",5,2,0,0,0,1,0.5,0.5,8548,0.232452035563875,6,35454.4778904665
"3211",26067,2020,3,1,1.5,"pub",0,1,0,0,0,1,1,0,1429,0.224632610216935,0,33884.1020881671
"3212",26069,2020,2,1,3,"pub",0,1,0,0,0,1,1,0,4793,0.170874191529314,7,22718.0492214967
"3213",26070,2020,28,4,19,"pub",20,3,0,0,1,1,0.25,0.5,13627,0.104645189696925,16,NA
"3214",26071,2020,45,4,19.2,"pub",43,3,0,1,0,1,0,0.75,21692,0.146736123916651,4,21103.3408007098
"3215",26072,2020,16,2,11,"pub",8,2,0,0,0,1,0,1,14279,0.139855732194131,0,19278.3041156658
"3216",27001,2020,67,5,35,"pub",2,5,0,0,0,1,1,0,58524,0.128425944911489,11,17381.8930703128
"3217",27002,2020,163,20,76.33,"pub",93,13,6,1,0,1,0.65,0.25,243229,0.102039641654572,47,24390.4950387544
"3218",27003,2020,115,9,65,"pub",47,7,2,0,0,1,0.666666666666667,0.111111111111111,107731,0.0992657638005774,28,17806.8841905485
"3219",27004,2020,1366,160,400,"pub",691,140,2,15,3,1,0.58125,0.4,683607,0.115420117114073,158,38733.0232445104
"3220",27005,2020,253,14,74.59,"pub",59,10,0,3,1,1,1,0,214877,0.103854763422795,38,28623.0452701475
"3221",27006,2020,173,10,115,"pub",105,8,0,2,0,1,0.9,0.1,137257,0.101641446337892,14,22413.0979867154
"3222",27007,2020,236,9,35,"pub",121,9,0,0,0,1,1,0,32181,0.127559740219384,9,24605.3898220935
"3223",27008,2020,53,9,100,"pub",19,7,0,2,0,1,0.777777777777778,0.222222222222222,190885,0.0978390130183095,21,21088.3180241614
"3224",27009,2020,21,4,23,"pub",13,4,0,0,0,1,1,0,37749,0.127579538530822,0,20706.489803896
